Index Verbas|Parlamentar|Período|Tipo Despesa|Data|CNPJ|Empresa|Valor
2|Lula Cabral|Julho de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.310,00|01/07/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda-ME|3.750,00
3|Lula Cabral|Julho de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/07/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda-ME|5.019,70
4|Lula Cabral|Julho de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.120,30|01/07/2015|10.590.016/0001-55|AGROPLAN Ltda-EPP|5.120,30
1|Lula Cabral|Agosto de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|05/08/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.640,00
2|Lula Cabral|Agosto de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|05/08/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.640,00
3|Lula Cabral|Agosto de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|04/08/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|5.019,70
4|Lula Cabral|Agosto de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.150,30|04/08/2015|10.590.016/0001-55|AGROPLAN Ltda|5.150,30
1|Lula Cabral|Setembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/09/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|3.120,00
2|Lula Cabral|Setembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/09/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.160,00
3|Lula Cabral|Setembro de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|02/09/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|5.019,70
4|Lula Cabral|Setembro de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.150,30|03/09/2015|10.590.016/0001-55|AGROPLAN Ltda|5.150,30
1|Lula Cabral|Outubro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/10/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.760,00
2|Lula Cabral|Outubro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/10/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.520,00
3|Lula Cabral|Outubro de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/10/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|5.019,70
4|Lula Cabral|Outubro de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.150,30|06/10/2015|10.590.016/0001-55|AGROPLAN Ltda|5.150,30
1|Lula Cabral|Novembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|03/11/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.760,00
2|Lula Cabral|Novembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|03/11/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.520,00
3|Lula Cabral|Novembro de 2015|IV - Divulgação de Atividade Parlamentar - R$ 4.970,00|03/11/2015|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|4.970,00
4|Lula Cabral|Novembro de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|04/11/2015|10.590.016/0001-55|AGROPLAN LTDA-EPP|5.200,00
1|Lula Cabral|Dezembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.230,30|01/12/2015|07.365.343/0001-07|RW PRODUÇÕES SERVIÇOS E EVENTOS LTDA-ME|2.520,00
2|Lula Cabral|Dezembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.230,30|01/12/2015|07.365.343/0001-07|RW PRODUÇÕES SERVIÇOS E EVENTOS LTDA-ME|2.520,00
3|Lula Cabral|Dezembro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.230,30|02/12/2015|07.365.343/0001-07|RW PRODUÇÕES SERVIÇOS E EVENTOS LTDA-ME|190,30
4|Lula Cabral|Dezembro de 2015|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/12/2015|07.365.343/0001-07|RW PRODUÇÕES SERVIÇOS E EVENTOS LTDA-ME|5.019,70
5|Lula Cabral|Dezembro de 2015|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/12/2015|10.590.016/0001-55|AGROPLAN LTDA-EPP|5.200,00
1|Lula Cabral|Janeiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|12/01/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.400,00
2|Lula Cabral|Janeiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|12/01/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|2.880,00
3|Lula Cabral|Janeiro de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|07/01/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda|5.019,70
4|Lula Cabral|Janeiro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.150,30|14/01/2016|10.590.016/0001-55|AGROPLAN Ltda|5.150,30
1|Lula Cabral|Fevereiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|05/02/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|2.400,00
2|Lula Cabral|Fevereiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|05/02/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|2.880,00
3|Lula Cabral|Fevereiro de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|02/02/2016|07.365.343/0001-07|RW PRODUÇÕES SERVIÇOS E EVENTOS LTDA ME|5.019,70
4|Lula Cabral|Fevereiro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.150,30|02/02/2016|10.590.016/0001-55|AGROPLAN LTDA EPP|5.150,30
1|Lula Cabral|Março de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/03/2016|073653430001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA-ME|3.240,00
2|Lula Cabral|Março de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.280,00|02/03/2016|073653430001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA-ME|2.040,00
3|Lula Cabral|Março de 2016|IV - Divulgação de Atividade Parlamentar - R$ 4.970,00|02/03/2016|07.365.343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA-ME|4.970,00
4|Lula Cabral|Março de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|03/03/2016|10.590.016/0001-55|AGROPLAN LTDA|5.200,00
1|Lula Cabral|Abril de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.407,50|01/04/2016|07.365.343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|3.240,00
2|Lula Cabral|Abril de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.407,50|01/04/2016|07.365.343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|2.167,50
3|Lula Cabral|Abril de 2016|IV - Divulgação de Atividade Parlamentar - R$ 5.019,70|01/04/2016|07.365.343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|5.019,70
4|Lula Cabral|Abril de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.022,80|04/04/2016|10.590.016/0001-55|AGROPLAN LTDA - EPP|5.022,80
1|Lula Cabral|Maio de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.407,50|02/05/2016|07365343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|3.000,00
2|Lula Cabral|Maio de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.407,50|02/05/2016|07365343/0001-07|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|2.407,50
3|Lula Cabral|Maio de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.842,50|02/05/2016|10.516.693/0001-23|LOPES E CONSULTORES ASSOCIADOS LTDA - ME|4.842,50
4|Lula Cabral|Maio de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|02/05/2016|10.590.016/0001-55|AGROPLAN LTDA - EPP|5.200,00
1|Lula Cabral|Junho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/06/2016|07365343000107|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|2.160,00
2|Lula Cabral|Junho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/06/2016|07365343000107|RW PRODUÇÕES, SERVIÇOS E EVENTOS LTDA - ME|3.240,00
3|Lula Cabral|Junho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|01/06/2016|10.516.693/0001-23|LOPES E CONSULTORES ASSOCIADOS LTDA - ME|4.850,00
4|Lula Cabral|Junho de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/06/2016|10590016/0001-55|AGROPLAN LTDA EPP|5.200,00
1|Lula Cabral|Julho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/07/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos|2.400,00
2|Lula Cabral|Julho de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/07/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos|3.000,00
3|Lula Cabral|Julho de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|01/07/2016|10.516.693.0001-23|Lopes & Consultores Associados Ltda|4.850,00
4|Lula Cabral|Julho de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/07/2016|10.590.016/0001-55|AGROPLAN Ltda-EPP|5.200,00
1|Lula Cabral|Agosto de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/08/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|2.160,00
2|Lula Cabral|Agosto de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/08/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|3.240,00
3|Lula Cabral|Agosto de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|01/08/2016|10.516.693/0001-23|Lopes e Consultores Associados Ltda.|4.850,00
4|Lula Cabral|Agosto de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/08/2016|10.590.016/0001-55|AGROPLAN Ltda.|5.200,00
1|Lula Cabral|Setembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.875,00|01/09/2016|10.516.693/0001-23|Lopes e Consultores Associados Ltda.|4.875,00
2|Lula Cabral|Setembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/09/2016|10.590.016/0001-55|AGROPLAN Ltda.|5.200,00
3|Lula Cabral|Setembro de 2016|X - Serviços Gráficos (Edição de Jornais, Revistas, etc.) - R$ 5.375,00|02/09/2016|20.796.882/0001-50|Veneza Art Gráfica|5.375,00
1|Lula Cabral|Outubro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|03/10/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|1.800,00
2|Lula Cabral|Outubro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|03/10/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|3.600,00
3|Lula Cabral|Outubro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|04/10/2016|10.516.693/0001-23|Lopes e Consultores Associados Ltda.|4.850,00
4|Lula Cabral|Outubro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|04/10/2016|10.590.016/0001-55|AGROPLAN Ltda.|5.200,00
1|Lula Cabral|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/11/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|3.600,00
2|Lula Cabral|Novembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/11/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|1.800,00
3|Lula Cabral|Novembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|01/11/2016|10.516.693/0001-23|Lopes e Consultores Associados Ltda.|4.850,00
4|Lula Cabral|Novembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/11/2016|10.590.016/0001-55|AGROPLAN Ltda.|5.200,00
1|Lula Cabral|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/12/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|1.800,00
2|Lula Cabral|Dezembro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 5.400,00|01/12/2016|07.365.343/0001-07|RW Produções, Serviços e Eventos Ltda.|3.600,00
3|Lula Cabral|Dezembro de 2016|III - Consultoria, Assessoria e Pesquisa de Trabalhos Técnicos - R$ 4.850,00|01/12/2016|10.516.693/0001-23|Lopes e Consultores Associados Ltda.|4.850,00
4|Lula Cabral|Dezembro de 2016|VI - Aquis./Loc. de Software; TV a Cabo; Internet; Manut. de Site - R$ 5.200,00|01/12/2016|10.590.016/0001-55|AGROPLAN Ltda.|5.200,00
1|Marcantônio Dourado|Fevereiro de 2015|I - Locação de Imóveis - R$ 4.000,00|16/02/2015|105.451.403-82|IRACEMA CHAUCHE|4.000,00
2|Marcantônio Dourado|Fevereiro de 2015|II - Hospedagens, Passagens e Locação de Transportes - R$ 520,00|20/02/2015|02846043485|MAURICIO FRANCISCO DE LEMOS JÚNIOR|520,00
3|Marcantônio Dourado|Fevereiro de 2015|V - Material de Expediente - R$ 1.162,22|23/02/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA - ME|1.162,22
4|Marcantônio Dourado|Fevereiro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.250,00|14/02/2015|04.938.474/0001-30|OLINDIESEL PEÇAS E SEVIÇOS LTDA|4.250,00
1|Marcantônio Dourado|Março de 2015|I - Locação de Imóveis - R$ 3.900,50|10/03/0209|105.451.403-82|IRACEMA CHAUCHE|3.900,50
2|Marcantônio Dourado|Março de 2015|V - Material de Expediente - R$ 4.169,50|20/03/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA - ME|4.169,50
3|Marcantônio Dourado|Março de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.080,00|16/03/2015|04.938.474/0001-30|OLINDIESEL PEÇAS E SERVIÇOS LTDA|4.080,00
4|Marcantônio Dourado|Março de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|16/03/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Abril de 2015|I - Locação de Imóveis - R$ 3.780,50|10/04/2015|105.451.403-82|IRACEMA CHAUCHE|3.780,50
2|Marcantônio Dourado|Abril de 2015|V - Material de Expediente - R$ 4.169,50|23/04/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA - ME|4.169,50
3|Marcantônio Dourado|Abril de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.200,00|15/04/2015|04.938.474/0001-30|OLINDIESEL PEÇAS E SERVIÇOS LTDA|4.200,00
4|Marcantônio Dourado|Abril de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|17/04/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Maio de 2015|I - Locação de Imóveis - R$ 3.730,50|10/05/2015|105.451.403-82|IRACEMA CHAUCHE|3.730,50
2|Marcantônio Dourado|Maio de 2015|V - Material de Expediente - R$ 4.169,50|13/05/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA -ME|4.169,50
3|Marcantônio Dourado|Maio de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.250,00|13/05/2015|04.938.474/0001-30|OLINDIESEL PEÇAS E SERVIÇOS LTDA|4.250,00
4|Marcantônio Dourado|Maio de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|13/05/2015|10.469.871/0001-02|S e SAILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Junho de 2015|I - Locação de Imóveis - R$ 3.755,50|10/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
2|Marcantônio Dourado|Junho de 2015|I - Locação de Imóveis - R$ 3.755,50|10/06/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.755,50
3|Marcantônio Dourado|Junho de 2015|V - Material de Expediente - R$ 4.169,50|15/06/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA - ME|4.169,50
4|Marcantônio Dourado|Junho de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.225,00|03/06/2015|00.000.000/0000-00|(Nota cancelada)|0,00
5|Marcantônio Dourado|Junho de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.225,00|26/06/2015|10.469.871/0001-02|S e SILVA SERVIÇOS ENTREGAS RÁPIDAS LTDA|4.225,00
6|Marcantônio Dourado|Junho de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|15/06/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Julho de 2015|I - Locação de Imóveis - R$ 3.853,00|10/07/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.853,00
2|Marcantônio Dourado|Julho de 2015|V - Material de Expediente - R$ 4.167,00|08/07/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA-ME|4.167,00
3|Marcantônio Dourado|Julho de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.150,00|17/07/2015|00.000.000/0000-00|(Nota cancelada)|0,00
4|Marcantônio Dourado|Julho de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 4.150,00|20/07/2015|10.469.871/0001-02|S e SILVA SERVIÇOS ENTREGAS RÁPIDAS LTDA|4.150,00
5|Marcantônio Dourado|Julho de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.280,00|15/07/2015|10.469.871/0001-02|S e SILVA SERVIÇOS ENTREGAS RÁPIDAS LTDA|3.280,00
1|Marcantônio Dourado|Agosto de 2015|I - Locação de Imóveis - R$ 3.988,00|10/08/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.988,00
2|Marcantônio Dourado|Agosto de 2015|V - Material de Expediente - R$ 4.167,00|19/08/2015|14.379.649/001-70|ARIELY DE MEDEIROS CUNHA-ME|4.167,00
3|Marcantônio Dourado|Agosto de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.995,00|19/08/2015|10.469.871/0001-02|S eSILVA ENTREGAS RÁPIDAS LTDA|3.995,00
4|Marcantônio Dourado|Agosto de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|13/08/2015|10.469.871/00001-0|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Setembro de 2015|I - Locação de Imóveis - R$ 3.995,50|10/09/2015|00.000.000/0000-00|(Nota cancelada)|0,00
2|Marcantônio Dourado|Setembro de 2015|I - Locação de Imóveis - R$ 3.995,50|10/09/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.995,50
3|Marcantônio Dourado|Setembro de 2015|V - Material de Expediente - R$ 4.169,50|15/09/2015|00.000.000/0000-00|(Nota cancelada)|0,00
4|Marcantônio Dourado|Setembro de 2015|V - Material de Expediente - R$ 4.169,50|15/09/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA|4.169,50
5|Marcantônio Dourado|Setembro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.985,00|15/09/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|3.985,00
6|Marcantônio Dourado|Setembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|15/09/2015|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Outubro de 2015|I - Locação de Imóveis - R$ 3.984,50|10/10/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.984,50
2|Marcantônio Dourado|Outubro de 2015|V - Material de Expediente - R$ 4.169,50|21/10/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA-ME|4.169,50
3|Marcantônio Dourado|Outubro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.996,00|15/10/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.996,00
4|Marcantônio Dourado|Outubro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|14/10/2015|10.469.871/0001-02|S e SIVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Novembro de 2015|I - Locação de Imóveis - R$ 3.985,50|10/11/2015|024.623.204-82|AMARO VIEIRA DE LUCENA|3.985,50
2|Marcantônio Dourado|Novembro de 2015|V - Material de Expediente - R$ 4.169,50|17/11/2015|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA-ME|4.169,50
3|Marcantônio Dourado|Novembro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.995,00|16/11/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.995,00
4|Marcantônio Dourado|Novembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|16/11/2015|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
1|Marcantônio Dourado|Dezembro de 2015|I - Locação de Imóveis - R$ 3.985,50|02/12/2015|00.000.000/0000-00|(Nota cancelada)|0,00
2|Marcantônio Dourado|Dezembro de 2015|I - Locação de Imóveis - R$ 3.985,50|02/12/2015|024.623.204-82|Amaro Vieira de Lucena|3.985,50
3|Marcantônio Dourado|Dezembro de 2015|V - Material de Expediente - R$ 4.169,50|02/12/2015|00.000.000/0000-00|(Nota cancelada)|0,00
4|Marcantônio Dourado|Dezembro de 2015|V - Material de Expediente - R$ 4.169,50|02/12/2015|20.094.578/0001-61|Cancin Com e Dist - CTC Cardoso Barreiros ME|4.169,50
5|Marcantônio Dourado|Dezembro de 2015|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.995,00|02/12/2015|10.469.871/0001-02|S e Silva Entregas Rápidas Ltda|3.995,00
6|Marcantônio Dourado|Dezembro de 2015|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|02/12/2015|10.469.871/0001-02|S e Silva Entregas Rápidas Ltda|3.300,00
1|Marcantônio Dourado|Janeiro de 2016|I - Locação de Imóveis - R$ 4.000,00|10/01/2016|024.623.204-82|AMARO VIEIRA DE LUCENA|4.000,00
2|Marcantônio Dourado|Janeiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 80,50|26/01/2016|028.460.434-85|MAURICIO FRANCISCO DE LEMOS JÚNIOR|80,50
3|Marcantônio Dourado|Janeiro de 2016|V - Material de Expediente - R$ 4.169,50|26/01/2016|20.094.578/0001-61|CTC CARDOSO BARREIROS - ME|4.169,50
4|Marcantônio Dourado|Janeiro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.900,00|22/01/2016|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.900,00
5|Marcantônio Dourado|Janeiro de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|21/01/2016|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS|3.300,00
1|Marcantônio Dourado|Fevereiro de 2016|I - Locação de Imóveis - R$ 4.000,00|10/02/2016|024.623.204-82|AMARO VIEIRA DE LUCENA|4.000,00
2|Marcantônio Dourado|Fevereiro de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 131,50|23/02/2016|028.460.434-85|MAURICIO FRANCISCO DE LEMOS JUNIOR|131,50
3|Marcantônio Dourado|Fevereiro de 2016|VIII - Peças, Acessórios e Serviços para Veículos - R$ 3.849,00|22/02/2016|10.469.871/0001-02|S e SILVA ENTREGAS RAPIDAS LTDA|3.849,00
4|Marcantônio Dourado|Fevereiro de 2016|IX - Cópias Heliográficas e Encadernações em Geral - R$ 3.300,00|19/02/2016|10.469.871/0001-02|S e SILVA ENTREGAS RÁPIDAS LTDA|3.300,00
5|Marcantônio Dourado|Fevereiro de 2016|V - Material de Expediente - R$ 4.169,50|08/03/2016|14.379.649/0001-70|ARIELY DE MEDEIROS CUNHA-ME|4.169,50
1|Marcantônio Dourado|Março de 2016|I - Locação de Imóveis - R$ 4.000,00|10/03/2016|024.623.204-82|AMARO VIEIRA DE LUCENA|4.000,00
2|Marcantônio Dourado|Março de 2016|II - Hospedagens, Passagens e Locação de Transportes - R$ 130,50|23/03/2016|028.460.434-85|MAURICIO FRANCISCO DE LEMOS FILHO|130,50
